DDT_hr,Vol_cf,Max_Inflow_cfs,Max_Depth_ft,Max_Storage_Vol_cf,Treated_mgal,Total_mgal,Capture_Efficiency_%,Flow_Balance_Error_%
36,70000,18.85,1.06,74116.0,686.234,811.148,84.60034420352389,-0.0
36,80000,18.85,1.06,84624.0,712.919,811.148,87.8901260928955,0.0
36,90000,18.85,1.06,95144.0,733.336,811.148,90.40717600240646,-0.0
36,100000,18.85,1.06,105682.0,749.027,811.148,92.34159487541115,-0.0
36,125000,18.85,1.05,131484.0,775.046,811.148,95.54927090987096,0.0
36,150000,18.85,1.04,156391.0,790.074,811.148,97.4019537741571,-0.0
36,175000,18.85,1.04,182335.0,797.588,811.148,98.3282952063002,-0.0
36,200000,18.85,1.04,208246.0,802.346,811.148,98.91487126886832,0.0
36,225000,18.85,1.04,234122.0,804.895,811.148,99.22911725110583,-0.0
36,250000,18.85,1.04,259963.00000000003,806.738,811.148,99.45632609585428,-0.0
36,275000,18.85,1.04,285768.0,808.145,811.148,99.62978396051028,0.0
36,300000,18.85,1.04,311388.0,809.329,811.148,99.77574992479794,-0.0
48,1000,18.85,1.06,1063.0,22.139,811.148,2.7293416244631064,0.0
48,2000,18.85,1.06,2126.0,41.839,811.148,5.157998293776228,0.0
48,3000,18.85,1.06,3188.0,60.431,811.148,7.450058435698541,-0.0
48,4000,18.85,1.06,4251.0,77.95,811.148,9.609836922485169,0.0
48,5000,18.85,1.06,5314.0,95.08,811.148,11.721658686207695,0.0
48,7500,18.85,1.06,7970.0,135.617,811.148,16.71914373209328,-0.0
48,10000,18.85,1.06,10626.0,173.387,811.148,21.375507305695137,0.0
48,12500,18.85,1.06,13281.0,208.655,811.148,25.723419154087786,0.0
48,15000,18.85,1.06,15937.0,242.118,811.148,29.848806876180422,0.0
48,17500,18.85,1.06,18591.0,273.643,811.148,33.73527395740358,-0.0
48,20000,18.85,1.06,21246.0,303.3,811.148,37.3914501422675,-0.0
48,22500,18.85,1.06,23900.0,331.539,811.148,40.87281235976665,0.0
48,25000,18.85,1.06,26554.0,358.1,811.148,44.14730727314867,-0.0
48,27500,18.85,1.06,29207.0,382.824,811.148,47.195333034168854,-0.0
48,30000,18.85,1.06,31860.0,406.14,811.148,50.06977764846858,-0.0
48,40000,18.85,1.06,42469.0,486.756,811.148,60.008284554729826,0.0
48,50000,18.85,1.06,53072.0,551.219,811.148,67.95541627421876,0.0
48,60000,18.85,1.06,63666.0,602.1,811.148,74.22813099459037,-0.0
48,70000,18.85,1.06,74215.0,643.503,811.148,79.3323783082742,0.0
48,80000,18.85,1.06,84735.0,675.709,811.148,83.30280047537563,0.0
48,90000,18.85,1.06,95234.0,701.362,811.148,86.46535527425327,-0.0
48,100000,18.85,1.06,105747.0,722.068,811.148,89.01803370038512,-0.0
48,125000,18.85,1.05,131745.0,757.87,811.148,93.43177817118455,-0.0
48,150000,18.85,1.04,156535.0,777.91,811.148,95.90235074240458,0.0
48,175000,18.85,1.04,182532.0,790.569,811.148,97.46297839605103,0.0
48,200000,18.85,1.04,208503.0,797.576,811.148,98.32681582152702,-0.0
48,225000,18.85,1.04,234447.0,801.844,811.148,98.8529836725234,-0.0
48,250000,18.85,1.04,260365.0,804.335,811.148,99.16007929502383,0.0
48,275000,18.85,1.04,286257.0,806.189,811.148,99.38864424248102,0.0
48,300000,18.85,1.04,312120.0,807.554,811.148,99.55692426043089,-0.0
72,1000,18.85,1.06,1063.0,16.311,811.148,2.0108537529526056,0.0
72,2000,18.85,1.06,2126.0,30.907,811.148,3.8102787654040937,0.0
72,3000,18.85,1.06,3188.0,45.29,811.148,5.583444698131537,0.0
72,4000,18.85,1.06,4251.0,58.871,811.148,7.257738415184406,0.0
72,5000,18.85,1.06,5314.0,72.331,811.148,8.917115002440985,-0.0
72,7500,18.85,1.06,7970.0,104.172,811.148,12.842539216024695,0.0
72,10000,18.85,1.06,10626.0,134.742,811.148,16.611271925715158,0.0
72,12500,18.85,1.06,13282.0,163.646,811.148,20.174616716061678,0.0
72,15000,18.85,1.06,15938.0,191.283,811.148,23.581763130772682,0.0
72,17500,18.85,1.06,18593.0,217.63,811.148,26.82987568236623,-0.0
72,20000,18.85,1.06,21248.0,242.784,811.148,29.930912731092228,-0.0
72,22500,18.85,1.06,23903.0,266.727,811.148,32.88265519979091,0.0
72,25000,18.85,1.06,26558.0,289.844,811.148,35.73256668326865,0.0
72,27500,18.85,1.06,29212.0,311.801,811.148,38.43947097200511,0.0
72,30000,18.85,1.06,31866.0,332.758,811.148,41.023093196309425,-0.0
72,40000,18.85,1.06,42480.0,407.533,811.148,50.24150956422256,0.0
72,50000,18.85,1.06,53089.0,470.578,811.148,58.0138273163467,-0.0
72,60000,18.85,1.06,63693.0,523.631,811.148,64.55431068066493,0.0
72,70000,18.85,1.06,74294.0,568.633,811.148,70.10225014424002,0.0
72,80000,18.85,1.06,84888.0,606.878,811.148,74.81717269844714,-0.0
72,90000,18.85,1.06,95463.0,639.818,811.148,78.87808390084177,-0.0
72,100000,18.85,1.06,106006.0,668.192,811.148,82.37608919703926,0.0
72,125000,18.85,1.06,132282.0,718.357,811.148,88.56053395927746,-0.0
